gridmet_id,Year,ETo_mm,ETr_mm,precip_mm
566998,2016,1506.14,2132.83,467.01
566998,2017,1481.62,2099.43,706
566998,2018,1426.71,2004.67,600.98
566998,2019,1332.6,1847.58,755.64
566998,2020,1571.62,2261.45,386.18
566999,2006,1523.48,2166.72,521.68
566999,2007,1413.66,1969.99,466.59
566999,2008,1422.59,2010.66,582.16
566999,2009,1312.48,1820.1,672.02
566999,2010,1493.1,2116.49,497.43
566999,2011,1646.32,2382.67,597.19
566999,2012,1829.36,2689.38,323.82
566999,2013,1514.26,2167.45,424.9
566999,2014,1466.85,2091.8,502.73
566999,2015,1470.62,2071.9,571.47
566999,2016,1503.29,2126.71,469.78
566999,2017,1478.53,2094.87,703.21
566999,2018,1423.46,1998.45,589.98
566999,2019,1329.78,1841.61,751.16
566999,2020,1569.37,2255.27,383.07
567000,2006,1517.13,2155.27,509.24
567000,2007,1406.69,1957.23,466.17
567000,2008,1414.68,1996.4,583.93
567000,2009,1308.62,1812.66,667.31
567000,2010,1487.05,2105.24,498.17
567000,2011,1644.35,2378.5,601.57
567000,2012,1823.68,2678.77,328.23
567000,2013,1510.74,2160.64,421.38
567000,2014,1463.21,2084.84,501.45
567000,2015,1468.14,2066.95,564.3
567000,2016,1498.11,2116.78,475.51
567000,2017,1474.21,2087.85,686.18
567000,2018,1418.24,1988.58,568.88
567000,2019,1325.48,1834.42,749.41
567000,2020,1565.43,2247.34,364.85
567001,2006,1518.59,2157.44,501.3
567001,2007,1405.4,1954.52,465.21
567001,2008,1412.16,1991.59,586.28
567001,2009,1309.09,1813.02,662.02
567001,2010,1487.14,2104.84,511.43
567001,2011,1647.13,2382.73,603.35
567001,2012,1824.23,2679.13,328.22
567001,2013,1513.71,2165.32,414.47
567001,2014,1464.24,2086.26,498.42
567001,2015,1471.66,2072.74,553.27
567001,2016,1498.85,2117.36,492.58
567001,2017,1477.89,2092.89,686.51
567001,2018,1414.04,1981.7,558.26
567001,2019,1325.57,1834.11,766.67
567001,2020,1563.61,2243.29,367.08
567002,2006,1520.02,2159.8,511.49
567002,2007,1405.99,1954.95,464.11
567002,2008,1411.88,1990.53,591.48
567002,2009,1309.98,1814.23,662.09
567002,2010,1488.67,2106.86,549.18
567002,2011,1650.78,2388.49,604.37
567002,2012,1826.23,2681.96,329.59
567002,2013,1518.24,2172.77,411.68
567002,2014,1467.48,2091.39,497.45
567002,2015,1476.99,2081.67,554.97
567002,2016,1501.68,2121.49,528.39
567002,2017,1483.22,2099.9,695.27
567002,2018,1413.82,1979.97,574.92
567002,2019,1327.07,1834.63,797.78
567002,2020,1562.19,2241.76,385.06
567003,2006,1519.43,2158.64,528.21
567003,2007,1405.36,1953.31,465.98
567003,2008,1409.41,1985.73,597.94
567003,2009,1309.09,1812.59,664.04
567003,2010,1488.41,2105.86,558.28
567003,2011,1653.3,2392.25,608.63
567003,2012,1827.12,2682.86,332.83
567003,2013,1521.45,2177.93,411.86
567003,2014,1469.83,2094.99,497.67
567003,2015,1479.84,2086.38,569.51
567003,2016,1502.49,2122.14,555.29
567003,2017,1486.75,2104.19,702.16
567003,2018,1412.44,1976.53,580.85
567003,2019,1326.41,1832.81,812.11
567003,2020,1560.65,2237.15,394.33
567004,2006,1518.54,2156.94,543.53
567004,2007,1404.24,1950.81,469.98
567004,2008,1406.29,1979.83,601.4
567004,2009,1306.68,1808.3,662.58
567004,2010,1488.96,2106.17,534.34
567004,2011,1656.24,2396.69,616.82
567004,2012,1828.7,2684.96,336.76
567004,2013,1524.76,2183.27,413.51
567004,2014,1472.87,2099.76,498.7
567004,2015,1483.48,2092.36,579.28
567004,2016,1503.13,2122.49,562.08
567004,2017,1488.63,2107.96,702.89
567004,2018,1411.93,1973.63,590.96
567004,2019,1326.93,1832.8,799.57
567004,2020,1560,2235.09,394.5
567005,2006,1518.05,2156.13,553.29
567005,2007,1402.13,1946.83,471.85
567005,2008,1402.22,1972.57,602.22
567005,2009,1303.76,1803.24,661.91
567005,2010,1488.86,2105.58,505.92
567005,2011,1658.04,2399.4,618.71
567005,2012,1829.07,2685.17,338.49
567005,2013,1526.99,2186.97,413.45
567005,2014,1475.08,2103.28,498.56
567005,2015,1485.84,2096.36,576.61
567005,2016,1502.6,2121.08,569.55
567005,2017,1490.27,2111.49,707.61
567005,2018,1408.91,1968.89,614.68
567005,2019,1328.23,1834.24,781.15
567005,2020,1559.26,2234.59,391.95
567006,2006,1518.95,2158.17,560.14
567006,2007,1401.35,1945.72,471.82
567006,2008,1399.76,1968.52,611.88
567006,2009,1301.54,1799.88,659.52
567006,2010,1489.79,2107.3,479.4
567006,2011,1660.22,2403.26,618.11
567006,2012,1829.76,2686.36,338.77
567006,2013,1530.43,2193.21,411.36
567006,2014,1478.12,2108.68,497.23
567006,2015,1489.27,2102.73,561.98
567006,2016,1503.53,2122.57,587.79
567006,2017,1494.33,2117.99,728.53
567006,2018,1406.38,1965.23,627.63
567006,2019,1329.33,1836.86,770.28
567006,2020,1560.51,2237.18,387.54
567007,2006,1520.07,2160.31,563.04
567007,2007,1400.61,1944.45,475.14
567007,2008,1398.12,1965.63,627.82
567007,2009,1300.52,1798.25,656.72
567007,2010,1491.24,2109.73,480.73
567007,2011,1661.76,2405.91,620.06
567007,2012,1829.82,2686.36,340.57
567007,2013,1533.52,2198.78,408
567007,2014,1481.41,2114.47,493.35
567007,2015,1493.22,2109.79,544.03
567007,2016,1503.99,2123.21,618.67
567007,2017,1499.03,2124.62,729.16
567007,2018,1403.85,1959.58,634.77
567007,2019,1330.67,1838.05,755.35
567007,2020,1559.88,2238.27,389.44
567008,2006,1520.72,2161.8,569.03
567008,2007,1398.66,1941.05,479.59
567008,2008,1395.15,1960.41,642.87
567008,2009,1300.32,1797.91,653.01
567008,2010,1491.11,2109.4,506.3
567008,2011,1661.47,2405.38,625.13
567008,2012,1828.23,2683.45,341.32
567008,2013,1534.95,2201.46,404.98
567008,2014,1483.21,2117.67,491.18
567008,2015,1496.72,2115.93,546.36
567008,2016,1501.77,2119.28,654.97
567008,2017,1501.21,2127.53,715.63
567008,2018,1398.62,1952.73,643.13
567008,2019,1328.72,1835.13,752.35
567008,2020,1558.25,2234.09,398.92
567009,2006,1522.38,2164.51,570.62
567009,2007,1399.88,1942.63,480.18
567009,2008,1395.1,1959.7,645.45
567009,2009,1302.29,1800.79,646.85
567009,2010,1490.22,2107.55,519.04
567009,2011,1660.49,2403.42,628.85
567009,2012,1826.77,2680.4,339.28
567009,2013,1537.16,2205.18,401.17
567009,2014,1486.76,2123.49,490.04
567009,2015,1501.38,2123.72,558.83
567009,2016,1501.2,2117.68,657.4
567009,2017,1504.74,2134.78,681.91
567009,2018,1392.85,1942.66,636.37
567009,2019,1328.63,1834.54,770.47
567009,2020,1555.67,2228.34,407.77
567010,2006,1523.37,2166.06,564.96
567010,2007,1399.2,1941.03,477.11
567010,2008,1392.94,1955.46,645.64
567010,2009,1303.78,1802.9,634.54
567010,2010,1488.29,2103.96,505.13
567010,2011,1657.29,2397.8,621.18
567010,2012,1822.99,2673.5,332.49
567010,2013,1537.23,2205.39,394.09
567010,2014,1488.01,2125.57,477.2
567010,2015,1503.51,2127.31,558.76
567010,2016,1498.53,2112.68,645.17
567010,2017,1505.31,2136.21,661.01
567010,2018,1386.92,1932.58,646.83
567010,2019,1326.12,1830.31,782
567010,2020,1550.54,2217.56,413.22
567011,2006,1525.05,2169.18,547.24
567011,2007,1398.86,1940.48,470.89
567011,2008,1390.74,1951.63,646.33
567011,2009,1305,1805.05,623.33
567011,2010,1487.35,2102.44,481.85
567011,2011,1655.02,2394.07,609.63
567011,2012,1820.43,2669.05,326.69
567011,2013,1537.6,2206.43,386.76
567011,2014,1489.32,2128.21,464.32
567011,2015,1506.1,2131.95,554.6
567011,2016,1495.68,2107.87,649.85
567011,2017,1506.12,2137.66,683.33
567011,2018,1383.9,1926.87,674.6
567011,2019,1324.4,1826.38,772.14
567011,2020,1547.78,2212.38,420.57
568408,2006,1536.25,2190.16,526.78
568408,2007,1427.98,1996.75,464.23
568408,2008,1438.26,2039.12,577.04
568408,2009,1325.51,1844.13,673
568408,2010,1506.01,2140.68,538.13
568408,2011,1659.2,2406.33,584.79
568408,2012,1843,2714.42,321.84
568408,2013,1525.84,2189.15,427.3
568408,2014,1476.89,2110.92,506.78
568408,2015,1478.87,2087.58,586.83
568408,2016,1513.9,2146.96,452.33
568408,2017,1486.35,2110.06,696.1
568408,2018,1436.92,2023.29,615.44
568408,2019,1339.5,1860.66,750.11
568408,2020,1577.73,2272.09,377.64
568409,2006,1534.63,2186.83,516.21
568409,2007,1424.68,1990.3,463.82
568409,2008,1434.04,2031.18,580.16
568409,2009,1324.18,1840.92,668.74
568409,2010,1504.21,2136.7,523.73
568409,2011,1661.51,2409.47,593.5
568409,2012,1841.93,2711.68,326.43
568409,2013,1526.6,2189.62,424.12
568409,2014,1477.59,2111.35,499.98
568409,2015,1480.41,2089.57,594.19
568409,2016,1513.46,2145.2,455.5
568409,2017,1487.26,2110.29,692.86
568409,2018,1435.96,2019.49,596.91
568409,2019,1338.52,1858.31,754.29
568409,2020,1577.28,2269.02,371.76
568410,2006,1529.16,2176.88,505.37
568410,2007,1417.84,1977.75,461.35
568410,2008,1426.04,2016.77,583.24
568410,2009,1321.2,1834.94,663.27
568410,2010,1498.9,2126.66,512.48
568410,2011,1660.29,2406.56,601.01
568410,2012,1837.29,2702.78,330.98
568410,2013,1523.76,2183.91,421.24
568410,2014,1473.6,2103.74,498.42
568410,2015,1478.57,2085.7,594.32
568410,2016,1509.15,2136.7,465.56
568410,2017,1484.81,2104.35,679.61
568410,2018,1428.29,2006.88,559.56
568410,2019,1334.21,1849.82,764.99
568410,2020,1573.1,2259.52,354.95
568411,2006,1528.93,2175.91,496.44
568411,2007,1415.61,1973.01,461.17
568411,2008,1422.65,2010.13,586.93
568411,2009,1320.32,1832.86,659.76
568411,2010,1498.41,2124.93,504.54
568411,2011,1662.96,2410.3,604.66
568411,2012,1838.18,2703.42,331.81
568411,2013,1526.46,2187.82,416.67
568411,2014,1474.83,2105.11,494.95
568411,2015,1482.02,2090.98,578.52
568411,2016,1510.25,2137.52,488.3
568411,2017,1486.67,2107.41,672.05
568411,2018,1429.04,2006.41,554.83
568411,2019,1334.21,1850.17,784.09
568411,2020,1571.28,2256.21,352.85
568412,2006,1532.38,2181.66,504.41
568412,2007,1417.42,1975.53,459.39
568412,2008,1423.48,2010.98,586.45
568412,2009,1321.58,1834.8,656.88
568412,2010,1502.76,2131.7,524.7
568412,2011,1668.63,2419.5,603.18
568412,2012,1842.74,2710.75,330.25
568412,2013,1533.03,2198.75,411.07
568412,2014,1480.94,2115.09,492.6
568412,2015,1489.13,2102.98,577.35
568412,2016,1515.38,2145.61,520.85
568412,2017,1494.02,2119.14,677.4
568412,2018,1429.66,2007.52,579.87
568412,2019,1337.72,1853.7,808
568412,2020,1570.16,2256.32,361.2
568413,2006,1531.07,2179.1,522.07
568413,2007,1415.76,1972.09,461.75
568413,2008,1420.09,2004.59,590.79
568413,2009,1319.36,1830.82,659.01
568413,2010,1502.8,2131,525.58
568413,2011,1670.55,2422.14,603.83
568413,2012,1843.44,2711.24,332.78
568413,2013,1535.69,2202.86,410.89
568413,2014,1482.67,2117.5,493.66
568413,2015,1491.16,2106.18,586.48
568413,2016,1515.5,2145,548.14
568413,2017,1496.57,2122.22,694.31
568413,2018,1425.96,2001.33,597.17
568413,2019,1337.28,1853.07,818.94
568413,2020,1566.47,2249.77,366.13
568414,2006,1533.39,2183.24,539.38
568414,2007,1417.5,1974.95,466.6
568414,2008,1418.86,2002.42,598.04
568414,2009,1319,1830.39,660.9
568414,2010,1506.45,2137.03,502.27
568414,2011,1675.91,2431.14,608.28
568414,2012,1847.63,2718.22,336.97
568414,2013,1541.82,2213.38,414.86
568414,2014,1488.27,2127,498.16
568414,2015,1496.91,2116.25,594.16
568414,2016,1519.6,2151.77,560.38
568414,2017,1502.71,2131.31,719.38
568414,2018,1428.66,2003.03,605.15
568414,2019,1341.69,1859.01,808.57
568414,2020,1568.96,2252.63,369.65
568415,2006,1534.44,2184.94,550.92
568415,2007,1415.97,1971.95,471.07
568415,2008,1415.38,1996.18,601.55
568415,2009,1317.05,1826.95,661.68
568415,2010,1507.5,2138.43,483.74
568415,2011,1678.94,2435.96,612.01
568415,2012,1849.57,2721.11,342.34
568415,2013,1545.4,2219.33,417.13
568415,2014,1491.7,2132.57,501.68
568415,2015,1500.35,2122.11,594.69
568415,2016,1521.33,2154.24,575.35
568415,2017,1505.89,2138.06,738.38
568415,2018,1428.62,2002.66,616.46
568415,2019,1343.16,1860.84,792.26
568415,2020,1567.97,2251.18,381.68
568416,2006,1532.49,2181.49,556.86
568416,2007,1411.33,1963.56,470.02
568416,2008,1409.85,1986.3,611.21
568416,2009,1311.79,1817.88,658.76
568416,2010,1506.35,2135.95,470.16
568416,2011,1679.33,2436.12,615.39
568416,2012,1848.59,2718.83,345.97
568416,2013,1546.81,2221.47,415.38
568416,2014,1493.51,2135.25,500.56
568416,2015,1501.19,2123.43,578.85
568416,2016,1520.49,2152.1,595.85
568416,2017,1507.64,2140.49,730.23
568416,2018,1424.72,1996.94,617.77
568416,2019,1343.39,1862.13,779.18
568416,2020,1567.42,2248.47,385.02
568417,2006,1529.87,2177.22,557.77
568417,2007,1406.95,1956,470.16
568417,2008,1404.84,1977.62,626.36
568417,2009,1307.56,1810.7,653.01
568417,2010,1505.16,2133.7,478.04
568417,2011,1678.6,2434.82,619.91
568417,2012,1846.36,2714.8,351.06
568417,2013,1547.76,2223.25,414.31
568417,2014,1494.56,2137.02,499.03
568417,2015,1502.54,2125.93,561.55
568417,2016,1518.98,2149.19,626.39
568417,2017,1510.16,2144.48,721.63
568417,2018,1420.94,1989.38,630.99
568417,2019,1345.54,1863.28,766.23
568417,2020,1566.94,2249.3,385.86
568418,2006,1527.98,2174.35,561.39
568418,2007,1405.12,1952.86,470.86
568418,2008,1402.1,1972.85,639.72
568418,2009,1306.36,1808.72,646.47
568418,2010,1506.01,2134.93,492.76
568418,2011,1676.99,2432.15,620.34
568418,2012,1843.11,2709.15,349.43
568418,2013,1548.18,2224.26,406.07
568418,2014,1495.7,2139.12,494.77
568418,2015,1505.17,2130.69,556.09
568418,2016,1516.68,2145.08,649.95
568418,2017,1512.41,2149.48,710.95
568418,2018,1415.06,1981.37,648.71
568418,2019,1344.2,1861.64,761.26
568418,2020,1564.48,2244.65,394.37
568419,2006,1527.24,2172.7,569.42
568419,2007,1404.06,1950.18,479.23
568419,2008,1399.76,1967.97,648.22
568419,2009,1306.2,1807.67,644
568419,2010,1502,2127.45,498.7
568419,2011,1672.24,2423.54,624.14
568419,2012,1836.92,2697.78,346.56
568419,2013,1546.58,2221.25,400.99
568419,2014,1495.43,2138.18,491.99
568419,2015,1506.03,2131.69,553.89
568419,2016,1511.28,2135,661.65
568419,2017,1510.85,2147.61,698.49
568419,2018,1407.15,1966.8,666.19
568419,2019,1339.41,1853.57,784.47
568419,2020,1558.3,2232.87,413.02
568420,2006,1528.07,2173.96,566.33
568420,2007,1403.92,1949.34,480.17
568420,2008,1398.14,1964.56,651.13
568420,2009,1309.37,1812.54,636.7
568420,2010,1497.51,2119.58,476.74
568420,2011,1668.11,2416.33,619.52
568420,2012,1831.42,2687.91,340.99
568420,2013,1545.64,2219.7,396.49
568420,2014,1493.96,2135.7,483.24
568420,2015,1507.53,2134.06,548.42
568420,2016,1504.93,2123.76,661.54
568420,2017,1509.6,2144.97,694.94
568420,2018,1399.31,1953.04,689
568420,2019,1333.93,1843.46,808.8
568420,2020,1553.74,2224.21,429.91
568421,2006,1531.64,2180.24,550.97
568421,2007,1405.11,1951.25,474.53
568421,2008,1397.4,1963.12,654.59
568421,2009,1312.03,1816.98,628.13
568421,2010,1497.12,2118.88,451.19
568421,2011,1666.67,2413.98,608.73
568421,2012,1829,2683.61,331.94
568421,2013,1546.81,2222.02,389.09
568421,2014,1496.24,2139.86,471.34
568421,2015,1511.53,2140.97,554.6
568421,2016,1502.63,2119.73,662.72
568421,2017,1512.12,2147.87,715.05
568421,2018,1394.63,1945.29,702.54
568421,2019,1331.89,1839.05,803.34
568421,2020,1552.49,2221.34,437.69
569817,2006,1540.72,2198.27,529.42
569817,2007,1432.28,2005.16,458.85
569817,2008,1444.15,2049.91,572.45
569817,2009,1332.35,1856.53,671.83
569817,2010,1508.5,2146.06,550.24
569817,2011,1660.72,2409.81,584.14
569817,2012,1845.47,2719.54,319.72
569817,2013,1527.48,2193.15,425.8
569817,2014,1476.9,2112.27,511.68
569817,2015,1478.49,2087.6,576.7
569817,2016,1515.42,2150.58,424.93
569817,2017,1486.94,2110.49,670.36
569817,2018,1440.1,2029.14,616.01
569817,2019,1342.33,1867.27,723.38
569817,2020,1579.29,2274.78,364.09
569818,2006,1541.96,2200.24,523.62
569818,2007,1434.07,2007.66,456.95
569818,2008,1445.03,2050.96,574.02
569818,2009,1332.93,1857.06,670.4
569818,2010,1512.58,2152.39,551.91
569818,2011,1669.25,2423.7,581.91
569818,2012,1850.21,2726.89,321.1
569818,2013,1533.54,2202.75,427.84
569818,2014,1483,2121.99,505.72
569818,2015,1484.63,2097.65,582.44
569818,2016,1520.2,2157.97,444.11
569818,2017,1491.54,2118.19,681.62
569818,2018,1444.77,2035.79,617.36
569818,2019,1346.52,1872.63,728.49
569818,2020,1583.6,2280.84,369.58
569819,2006,1541.68,2199.3,518.11
569819,2007,1431.87,2003.23,456.42
569819,2008,1441.83,2044.91,576.3
569819,2009,1332.28,1855.19,665.74
569819,2010,1512.14,2150.85,529.57
569819,2011,1673.31,2429.95,584.34
569819,2012,1851.26,2727.88,324.19
569819,2013,1535.92,2206.08,426.21
569819,2014,1485.29,2125.15,499.3
569819,2015,1487.39,2101.81,595.58
569819,2016,1520.95,2158.35,450.73
569819,2017,1492.57,2119.2,691.13
569819,2018,1445.17,2036,605.79
569819,2019,1345.99,1871.49,735.27
569819,2020,1583.74,2280.15,364.94
569820,2006,1540.49,2196.9,512.67
569820,2007,1428.87,1997.52,456.42
569820,2008,1437.97,2037.8,581.24
569820,2009,1331.25,1852.83,662.78
569820,2010,1510.85,2147.98,511.83
569820,2011,1676.06,2434.07,589.38
569820,2012,1850.92,2726.61,327.45
569820,2013,1537.06,2207.45,421.93
569820,2014,1484.77,2123.73,496.22
569820,2015,1488.83,2103.88,605.7
569820,2016,1520.87,2157.37,463.31
569820,2017,1493.93,2120.61,681.59
569820,2018,1442.39,2031.12,591.15
569820,2019,1344.44,1868.27,758.26
569820,2020,1581.47,2276.14,352.81
569821,2006,1541.92,2199.1,509.76
569821,2007,1428.42,1996.18,457.4
569821,2008,1436.43,2034.63,586.37
569821,2009,1330.83,1851.85,659.54
569821,2010,1512.8,2150.67,500.72
569821,2011,1680.26,2440.73,594.45
569821,2012,1853.65,2730.71,329.38
569821,2013,1541.33,2214.32,420.21
569821,2014,1488.28,2129.22,494.68
569821,2015,1493.83,2112.14,613.17
569821,2016,1524.03,2162.07,485.48
569821,2017,1498.68,2127.54,673.26
569821,2018,1443.24,2032.06,595.63
569821,2019,1345.17,1868.47,794.44
569821,2020,1579.82,2273.53,352.77
569822,2006,1541.62,2198.4,514.09
569822,2007,1426.24,1991.93,459.33
569822,2008,1433.3,2028.75,588.66
569822,2009,1329.29,1848.98,657.8
569822,2010,1513.14,2150.59,505.94
569822,2011,1682.52,2444.14,598.83
569822,2012,1855.08,2732.63,330.68
569822,2013,1544.24,2218.99,416.25
569822,2014,1490.72,2132.95,494.28
569822,2015,1496.26,2116.15,623.24
569822,2016,1524.98,2163.07,512.12
569822,2017,1501.37,2133.16,686.37
569822,2018,1442.11,2030.05,619.37
569822,2019,1344.34,1865.66,824.08
569822,2020,1573.7,2262.86,358.12
569823,2006,1540.16,2195.5,527.62
569823,2007,1424.68,1988.66,463.17
569823,2008,1430.01,2022.56,594.21
569823,2009,1327.51,1845.81,659.97
569823,2010,1513.45,2150.34,502.63
569823,2011,1684.88,2447.54,604.95
569823,2012,1856.59,2734.53,336.33
569823,2013,1547.16,2223.51,415.1
569823,2014,1492.53,2135.47,495.6
569823,2015,1498.41,2119.55,636.5
569823,2016,1525.37,2162.92,538.57
569823,2017,1504.5,2136.48,729.13
569823,2018,1439.98,2024.68,629.93
569823,2019,1344.48,1865.81,820.65
569823,2020,1570.86,2256.84,358.33
569824,2006,1542.5,2199.56,542.99
569824,2007,1425.23,1989.48,465.9
569824,2008,1427.68,2018.55,599.49
569824,2009,1327.04,1845.12,661.49
569824,2010,1517.76,2157.47,482.93
569824,2011,1690.42,2456.87,609.06
569824,2012,1861.3,2742.43,341.41
569824,2013,1553.32,2234.06,416.75
569824,2014,1498.62,2145.74,500.93
569824,2015,1504.42,2130.04,644.88
569824,2016,1530.05,2170.67,567.29
569824,2017,1511.36,2147.97,741.86
569824,2018,1441.12,2025.2,624.96
569824,2019,1348.77,1871.91,800.44
569824,2020,1571.37,2257.14,358.94
569825,2006,1544.5,2203.03,552.51
569825,2007,1424.37,1987.83,467.48
569825,2008,1424.61,2013.22,603.39
569825,2009,1325,1841.76,661.87
569825,2010,1520.86,2162.47,473.08
569825,2011,1695.09,2464.63,614.37
569825,2012,1865.12,2748.73,348.37
569825,2013,1558.51,2242.88,418.3
569825,2014,1503.84,2154.47,505.16
569825,2015,1509.47,2138.85,630.83
569825,2016,1533.92,2176.98,586.51
569825,2017,1516.73,2157.33,741.3
569825,2018,1441.78,2027.58,627.1
569825,2019,1353.38,1880.83,792
569825,2020,1574.68,2262.98,374.64
569826,2006,1540.16,2195.52,561.87
569826,2007,1417.57,1975.77,468.09
569826,2008,1416.73,1999.41,612.72
569826,2009,1317.11,1828.24,659.62
569826,2010,1519.56,2159.64,471.24
569826,2011,1695.33,2464.51,622.02
569826,2012,1864.01,2746.2,359.15
569826,2013,1559.89,2244.87,418.44
569826,2014,1505.31,2156.48,505.38
569826,2015,1509.8,2139.28,596.39
569826,2016,1533.37,2175.26,599.03
569826,2017,1518.47,2160.36,722.77
569826,2018,1439.44,2022.12,632.92
569826,2019,1358,1888.03,786.7
569826,2020,1573.58,2261.5,388.21
569827,2006,1533.09,2183.55,565.52
569827,2007,1409.07,1961.03,465.54
569827,2008,1407.74,1983.87,627.46
569827,2009,1308.41,1813.42,656.08
569827,2010,1516.77,2154.37,483.51
569827,2011,1692.54,2459.47,625.33
569827,2012,1859.45,2737.95,366.28
569827,2013,1558.79,2242.9,417.14
569827,2014,1504.09,2154.15,504.64
569827,2015,1508.87,2137.69,570.74
569827,2016,1529.65,2168.33,622.11
569827,2017,1518.68,2160.66,715.48
569827,2018,1432.95,2009.12,657.17
569827,2019,1360.61,1890.41,774.98
569827,2020,1571.34,2257.41,394.12
569828,2006,1529.59,2177.52,566.48
569828,2007,1404.79,1953.18,465.69
569828,2008,1402.35,1974.16,638.56
569828,2009,1305.79,1808.55,648.38
569828,2010,1514.34,2149.54,488.5
569828,2011,1688.92,2452.97,620.17
569828,2012,1854,2728.14,360.92
569828,2013,1557.17,2240.01,411.83
569828,2014,1502.95,2151.92,498.95
569828,2015,1508.96,2137.62,558.22
569828,2016,1525.32,2160.26,645.23
569828,2017,1518.26,2157.76,713.14
569828,2018,1427.19,2000.61,685.48
569828,2019,1357.71,1885.6,760.49
569828,2020,1569.05,2252.77,401.73
569829,2006,1529.76,2177.12,570.42
569829,2007,1405.56,1953.25,475.76
569829,2008,1401.71,1971.83,644.7
569829,2009,1308.24,1811.69,644.54
569829,2010,1510.95,2142.68,475.69
569829,2011,1683.33,2442.74,616.07
569829,2012,1846.27,2713.92,352.77
569829,2013,1554.74,2235.35,405.35
569829,2014,1501.92,2149.44,494.05
569829,2015,1509.9,2138.38,544.01
569829,2016,1518.62,2147.7,655.7
569829,2017,1516.31,2155.91,711.9
569829,2018,1420.01,1987.68,704.26
569829,2019,1348.75,1868.95,772.23
569829,2020,1564.57,2244.6,416.14
569830,2006,1530.46,2177.98,570.59
569830,2007,1405.39,1952.14,481.66
569830,2008,1399.91,1967.94,651.71
569830,2009,1311.13,1815.78,637.7
569830,2010,1504.8,2131.85,452.12
569830,2011,1676.96,2431.62,613.39
569830,2012,1837.62,2698.57,344.27
569830,2013,1551.64,2230,398.71
569830,2014,1499.09,2144.42,486.07
569830,2015,1509.81,2137.84,532.12
569830,2016,1510.48,2133.22,661.12
569830,2017,1512.44,2149.84,714.6
569830,2018,1409.27,1968.6,717.72
569830,2019,1340.24,1854.03,788.5
569830,2020,1558.48,2233.7,430.38
569831,2006,1532.73,2181.9,565.75
569831,2007,1405.49,1952.03,483.2
569831,2008,1398.12,1964.61,657.46
569831,2009,1312.53,1817.85,631.69
569831,2010,1501.11,2125.54,445.04
569831,2011,1672.89,2424.71,611.44
569831,2012,1831.71,2688.18,338.97
569831,2013,1550.23,2227.83,395.32
569831,2014,1498.7,2143.88,477.98
569831,2015,1511.08,2139.99,548.22
569831,2016,1505.4,2124.34,670.52
569831,2017,1510.78,2146.91,719.56
569831,2018,1402.04,1955.93,724.9
569831,2019,1332.75,1841.88,796.91
569831,2020,1554.58,2225.11,441.09
571227,2006,1546.2,2207.81,526.39
571227,2007,1438.57,2016.19,455.48
571227,2008,1450.88,2061.52,569.47
571227,2009,1338.37,1867,668.94
571227,2010,1514.83,2157.1,548.73
571227,2011,1670.22,2426.11,577.53
571227,2012,1852.55,2731.69,319.02
571227,2013,1535.09,2206.38,427.39
571227,2014,1484.27,2125.21,512.68
571227,2015,1484.71,2098.29,576.78
571227,2016,1522.78,2163.13,426.35
571227,2017,1492.18,2120.55,662.9
571227,2018,1450.03,2046.24,630.28
571227,2019,1350.36,1880.78,705.78
571227,2020,1587.22,2288.13,367.08
571228,2006,1548.65,2211.74,522.59
571228,2007,1441.12,2019.9,451.29
571228,2008,1452.6,2063.94,569.91
571228,2009,1339.54,1868.46,667.08
571228,2010,1520.31,2165.73,556.93
571228,2011,1680.32,2442.59,574.65
571228,2012,1859.04,2741.93,318.18
